iter	Logloss
469	0.2002170073
470	0.2000942166
471	0.1999627772
472	0.1998288786
473	0.1997535895
474	0.1996464964
475	0.1995684241
476	0.1994509143
477	0.1993258313
478	0.1991615713
479	0.1990375123
480	0.1988677254
481	0.1987890681
482	0.1986706981
483	0.1985427706
484	0.1984233389
485	0.1982870723
486	0.1981907428
487	0.1981111039
488	0.1979222045
489	0.1978262178
490	0.1977127458
491	0.1975504708
492	0.1974883746
493	0.1974190598
494	0.1972796806
495	0.197104581
496	0.1969865809
497	0.1968759816
498	0.1967668623
499	0.1966708998
500	0.1966369039
501	0.1964882053
502	0.1963504001
503	0.1962600374
504	0.1961614385
505	0.1960323992
506	0.1959100331
507	0.1958030322
508	0.1956945825
509	0.1955915732
510	0.1954658708
511	0.1953756599
512	0.1953139946
513	0.1952272678
514	0.1950916457
515	0.1949277253
516	0.1948001527
517	0.1947191925
518	0.1946462891
519	0.1945055192
520	0.1943903721
521	0.1942203968
522	0.19407086
523	0.1939671372
524	0.1938518845
525	0.1936768788
526	0.1935114341
527	0.1934332762
528	0.1932829574
529	0.1931950049
530	0.1930614447
531	0.1929888058
532	0.1928730921
533	0.1927284384
534	0.1926022417
535	0.1925099337
536	0.1924049886
537	0.1922830872
538	0.1921888185
539	0.1920768288
540	0.1919507527
541	0.1918121178
542	0.19169725
543	0.1916174377
544	0.1914719906
545	0.1913535757
546	0.1912311382
547	0.1910924233
548	0.1910174759
549	0.190880854
550	0.1907575675
551	0.1906167859
552	0.1904648304
553	0.1903989932
554	0.1902809827
555	0.1901431487
556	0.189999212
557	0.1899107786
558	0.18977428
559	0.1896700829
560	0.1895393105
561	0.18940948
562	0.1893204633
563	0.189263875
564	0.1891538205
565	0.1890953071
566	0.1890132387
567	0.1888663736
568	0.1887030232
569	0.1886174427
570	0.1884913873
571	0.1884053464
572	0.1883001262
573	0.1882039179
574	0.188068205
575	0.1879696638
576	0.1878624125
577	0.1877355732
578	0.1876350779
579	0.1875307424
580	0.1874156321
581	0.1873177859
582	0.1872015521
583	0.1871481265
584	0.1870280592
585	0.1869177358
586	0.186829367
587	0.1867313271
588	0.1866021369
589	0.18656017
590	0.1864823376
591	0.1864141833
592	0.1863223307
593	0.1861981159
594	0.1860773539
595	0.185951753
596	0.1857852049
597	0.1857037854
598	0.1856026007
599	0.1855002059
600	0.1854440652
601	0.1852850041
602	0.1852167351
603	0.1850856467
604	0.1849490293
605	0.1848511187
606	0.1847595368
607	0.1846248894
608	0.1845388976
609	0.1844353897
610	0.1843100979
611	0.1842276211
612	0.1841101393
613	0.1839971792
614	0.1838965851
615	0.1838582322
616	0.183772368
617	0.1836772257
618	0.1835324108
619	0.1834386361
620	0.1833140707
621	0.1832342155
622	0.1831282685
623	0.1830360929
624	0.1829669769
625	0.1828839468
626	0.1827838646
627	0.1826369414
628	0.1825084093
629	0.1824008017
630	0.1823614122
631	0.1823107214
632	0.1822139421
633	0.1821136502
634	0.1820307031
635	0.1819094516
636	0.1818395335
637	0.1817153475
638	0.1816372485
639	0.1815661664
640	0.181413191
641	0.1813323908
642	0.1812089275
643	0.1811308215
644	0.1810252977
645	0.1809480613
646	0.180841897
647	0.1807836687
648	0.1807275992
649	0.1806336689
650	0.1805067299
651	0.1804072484
652	0.1803555419
653	0.1801995743
654	0.1800775712
655	0.1799880122
656	0.1798912445
657	0.1797560622
658	0.1796068966
659	0.1794917899
660	0.1794441336
661	0.1793879957
662	0.1793028452
663	0.1792116309
664	0.1791395093
665	0.179001458
666	0.1788786047
667	0.1787853828
668	0.178721212
669	0.1786080848
670	0.1785002532
671	0.1784256599
672	0.1782884321
673	0.178186834
674	0.1780634016
675	0.1779637197
676	0.1778423543
677	0.1777550139
678	0.1776949875
679	0.1776407763
680	0.1775458728
681	0.1774598677
682	0.1773854944
683	0.1773004673
684	0.1771977023
685	0.1771128483
686	0.177002885
687	0.1768625491
688	0.1767919696
689	0.1767046627
690	0.1766757583
691	0.1765572393
692	0.1764876626
693	0.176334421
694	0.1762195307
695	0.1761133972
696	0.1760201635
697	0.1759116405
698	0.1758164482
699	0.1757539687
700	0.1756690156
701	0.1755653293
702	0.1754927687
703	0.1754045787
704	0.1752687534
705	0.1751911323
706	0.1750483479
707	0.1749602594
708	0.1748600508
709	0.1748002951
710	0.1746781003
711	0.1745621551
712	0.1744440348
713	0.1743488298
714	0.1742663947
715	0.1741249312
716	0.174027778
717	0.173933381
718	0.1738034666
719	0.1736732548
720	0.1736222731
721	0.1735200665
722	0.1733886266
723	0.173276482
724	0.1731675425
725	0.1730704872
726	0.1729552454
727	0.1728702959
728	0.1727612579
729	0.1726675053
730	0.1725428258
731	0.1724434948
732	0.172335144
733	0.1721983928
734	0.172135072
735	0.1720054744
736	0.1719322304
737	0.1718628219
738	0.1717781655
739	0.1716877967
740	0.1716201497
741	0.1715441442
742	0.1714385587
743	0.1713317316
744	0.1712184276
745	0.1711151912
746	0.1710203678
747	0.1709345217
748	0.1708422488
749	0.1707699058
750	0.1706561722
751	0.1705648325
752	0.1704922132
753	0.1704245623
754	0.1703785247
755	0.1702616564
756	0.1701821215
757	0.1700737062
758	0.1699629093
759	0.1698945305
760	0.169809961
761	0.1696903014
762	0.1695515518
763	0.1694984515
764	0.1694354953
765	0.1693654039
766	0.1692843829
767	0.1691578829
768	0.169024881
769	0.1689252939
770	0.1688141002
771	0.1687519935
772	0.1686401845
773	0.1685253545
774	0.1684750685
775	0.168393163
776	0.168321122
777	0.1682655443
778	0.1681960876
779	0.1681482104
780	0.1680891925
781	0.1680108662
782	0.1679134088
783	0.1678139766
784	0.1677290371
785	0.1676294767
786	0.1675842012
787	0.1674811825
788	0.1674126738
789	0.1672956911
790	0.1671962665
791	0.1671452199
792	0.1670466754
793	0.1669498726
794	0.1668375217
795	0.1667550446
796	0.1667086889
797	0.1666565401
798	0.1665617258
799	0.166484827
800	0.1664131576
801	0.1663319722
802	0.1662668537
803	0.1661948512
804	0.1661217519
805	0.1660033613
806	0.1659342582
807	0.165874203
808	0.1657845571
809	0.1656719219
810	0.1656069649
811	0.1655145891
812	0.1654446898
813	0.1653778229
814	0.1652980095
815	0.1651896316
816	0.1651176424
817	0.1650592155
818	0.1650014366
819	0.1649136291
820	0.1648719689
821	0.1647901014
822	0.1646823317
823	0.1645431783
824	0.1644700881
825	0.1643894466
826	0.1643033293
827	0.164228446
828	0.1641317492
829	0.1640829691
830	0.164008345
831	0.1639137531
832	0.1638093374
833	0.1637263369
834	0.1636217168
835	0.1635789626
836	0.1634551001
837	0.1633458847
838	0.1632897004
839	0.1632064074
840	0.1631203193
841	0.1630447315
842	0.1629264493
843	0.1628193555
844	0.1628068457
845	0.1627696084
846	0.1627205688
847	0.1626065461
848	0.162483016
849	0.1624379568
850	0.162383159
851	0.1622804484
852	0.1622058095
853	0.162164415
854	0.1621171132
855	0.1620222481
856	0.1619274181
857	0.1618527118
858	0.1617996889
859	0.1617683266
860	0.1617224114
861	0.1616586769
862	0.1615429955
863	0.1614376948
864	0.1614261826
865	0.1613503343
866	0.1612764771
867	0.1611621802
868	0.1610535294
869	0.160965406
870	0.1608830059
871	0.1608048735
872	0.1606793578
873	0.1605674866
874	0.1605123952
875	0.1604471145
876	0.1603540468
877	0.1602593937
878	0.1602222879
879	0.1601314037
880	0.1600243568
881	0.1598998708
882	0.1597933706
883	0.1596894798
884	0.1595941168
885	0.1594592664
886	0.1593617979
887	0.159250709
888	0.1591785187
889	0.1591422323
890	0.1590848042
891	0.1590298374
892	0.1590260489
893	0.1589245426
894	0.1588294409
895	0.1587426292
896	0.1586383234
897	0.1585846376
898	0.1585104628
899	0.1583966123
900	0.158388849
901	0.158325372
902	0.1582146049
903	0.1581386303
904	0.1580060707
905	0.1579409876
906	0.1578439418
907	0.1577777578
908	0.1577122599
909	0.157663509
910	0.1575801041
911	0.1575118476
912	0.1574074782
913	0.1573482263
914	0.1572888303
915	0.1572067247
916	0.1571176229
917	0.157061353
918	0.156954683
919	0.1568960528
920	0.1568293648
921	0.156724925
922	0.1566297151
923	0.1565438594
924	0.1564368151
925	0.1563643383
926	0.156285669
927	0.1561841596
928	0.1561183971
929	0.1560666118
930	0.155984793
931	0.1559380106
932	0.1559015025
933	0.1558219541
934	0.1557592537
935	0.1556735037
936	0.1555943388
937	0.1554778422
938	0.1553900121
939	0.1553222033
940	0.1552326463
941	0.1551567224
942	0.1550740574
943	0.1549957565
944	0.1548931069
945	0.1548000679
946	0.1547200775
947	0.1546555344
948	0.1546102925
949	0.1545451609
950	0.1545136221
951	0.1544607686
952	0.1544269764
953	0.1543620033
954	0.1542682771
955	0.1542191619
956	0.1541187968
957	0.1540193422
958	0.1539332914
959	0.1538605549
960	0.1538057759
961	0.15371005
962	0.1536210427
963	0.1535887024
964	0.1535589884
965	0.1535096288
966	0.1534860605
967	0.1534013607
968	0.1532935701
969	0.1532524004
970	0.1531705842
971	0.1530549887
972	0.1529883536
973	0.152881991
974	0.1528041517
975	0.1527309798
976	0.1526505358
977	0.1525647355
978	0.1524837056
979	0.1523890443
980	0.152331754
981	0.1522397919
982	0.1521750366
983	0.1521038146
984	0.1520421451
985	0.15194735
986	0.1518960576
987	0.1518000853
988	0.1516972349
989	0.151626731
990	0.1515606005
991	0.1514783979
992	0.1514370414
993	0.1513693227
994	0.1512596204
995	0.1511872622
996	0.1511114673
997	0.1510494671
998	0.1509615829
999	0.1508951925
